,produto,preco,preco_antigo,descricao_produto,parcelas_sem_juros,frete_gratis,diferenca,desconto_porcento,media_desconto,mediana
866,Capa Para Cobrir Moto Impermeável Leve E Resistente Luxcar,47,56,"OFERTA DO DIA
R$ 56
R$ 4780
15% OFF
Capa Para Cobrir Moto Impermeável Leve E Resistente Luxcar",0,NÃO,9,16.07,80.78,20.0
867,Tira Riscos Elimina Riscos Superficiais Luxcar 120g,21,26,"OFERTA DO DIA
R$ 26
R$ 2104
21% OFF
Tira Riscos Elimina Riscos Superficiais Luxcar 120g",0,NÃO,5,19.23,80.78,20.0
868,Blusinha Veste Legging Manga Curta Soltinha Promoção,49,54,"R$ 54
R$ 4949
10% OFF
6x R$ 825 sem juros
Blusinha Veste Legging Manga Curta Soltinha Promoção",6,NÃO,5,9.26,80.78,20.0
869,Bandejas De Sofá Kit 2 Unidades Porta Controle + Porta Copos,43,49,"R$ 49
R$ 4391
12% OFF
Bandejas De Sofá Kit 2 Unidades Porta Controle + Porta Copos",0,NÃO,6,12.24,80.78,20.0
870,"Fio Cabo Elétrico 1,5mm Sil Cobre Com 100 Metros Flexível",149,172,"OFERTA DO DIA
R$ 172
R$ 14999
13% OFF
Frete grátis
Fio Cabo Elétrico 1,5mm Sil Cobre Com 100 Metros Flexível",0,SIM,23,13.37,80.78,20.0
871,Perfume Vodka Extreme 100ml Paris Elysees,41,48,"R$ 48
R$ 4107
16% OFF
Perfume Vodka Extreme 100ml Paris Elysees",0,NÃO,7,14.58,80.78,20.0
872,Torneira Tanque Longa Com Bico Para Mangueira 18cm,28,29,"R$ 29
R$ 2817
6% OFF
1% vendido
Restam02:11:34
Torneira Tanque Longa Com Bico Para Mangueira 18cm",0,NÃO,1,3.45,80.78,20.0
873,Relógio Euro Digital Dourado Sabrina Sato Original Garantia,159,199,"OFERTA DO DIA
R$ 199
R$ 15990
19% OFF
6x R$ 2665 sem juros
Frete grátis
Relógio Euro Digital Dourado Sabrina Sato Original Garantia
por RBM WEBSHOP",6,SIM,40,20.1,80.78,20.0
874,Jogo De Lençol Casal 3 Peças Percal 180 Fios 100% Algodão,46,52,"R$ 52
R$ 4601
12% OFF
40% vendido
Restam02:11:33
Jogo De Lençol Casal 3 Peças Percal 180 Fios 100% Algodão",0,NÃO,6,11.54,80.78,20.0
875,Kit 3 Lustre Pendente Luminaria De Madeira Nácar Soquete E27,116,144,"R$ 144
R$ 116
19% OFF
Frete grátis
Kit 3 Lustre Pendente Luminaria De Madeira Nácar Soquete E27",0,SIM,28,19.44,80.78,20.0
876,Jogo De Toalhas Buddemeyer Clara Banho Verde 2 Peças,83,99,"OFERTA DO DIA
R$ 99
R$ 8390
16% OFF
Frete grátis
Jogo De Toalhas Buddemeyer Clara Banho Verde 2 Peças
por Buddemeyer",0,SIM,16,16.16,80.78,20.0
877,Ventilador De Coluna Oster Super Breeze,239,349,"OFERTA DO DIA
R$ 349
R$ 23990
31% OFF
Ventilador De Coluna Oster Super Breeze
por Oster",0,NÃO,110,31.52,80.78,20.0
879,"Fio Cabo Elétrico 2,5mm Cobrecom Com 50 Metros Flexível",144,159,"OFERTA DO DIA
R$ 159
R$ 14490
9% OFF
6x R$ 2415 sem juros
Frete grátis
Fio Cabo Elétrico 2,5mm Cobrecom Com 50 Metros Flexível",6,SIM,15,9.43,80.78,20.0
880,Jogo Toalhas 3 Peças - Banho E Rosto Algodão Marvin Karsten,80,94,"OFERTA DO DIA
R$ 94
R$ 8016
14% OFF
Jogo Toalhas 3 Peças - Banho E Rosto Algodão Marvin Karsten
por BF Colchoes",0,NÃO,14,14.89,80.78,20.0
881,O Boticário Cuide-se Bem Bumbum De Pêssego Máscara Corporal,46,59,"OFERTA DO DIA
R$ 59
R$ 4690
21% OFF
6x R$ 782 sem juros
O Boticário Cuide-se Bem Bumbum De Pêssego Máscara Corporal
por O Boticario",6,NÃO,13,22.03,80.78,20.0
882,Roupa De Cama + Lençol Dupla Face Casal Box 6 Pçs Edredom,135,150,"R$ 150
R$ 135
10% OFF
6x R$ 2250 sem juros
Frete grátis
Roupa De Cama + Lençol Dupla Face Casal Box 6 Pçs Edredom",6,SIM,15,10.0,80.78,20.0
883,Moto E7 Dual SIM 64 GB cobre 4 GB RAM,1049,1299,"R$ 1.299
R$ 1.049
19% OFF
10x R$ 10490 sem juros
Frete grátis
Moto E7 Dual SIM 64 GB cobre 4 GB RAM
por Mercado Livre",10,SIM,250,19.25,80.78,20.0
884,Tapete De Atividades Com Piano E Bluetooth Maxibaby - Rosa,219,259,"R$ 259
R$ 219
15% OFF
Frete grátis
Tapete De Atividades Com Piano E Bluetooth Maxibaby - Rosa
por Planeta do Bebe",0,SIM,40,15.44,80.78,20.0
886,Alto Falante Woofer Ultravox 700+ 700w Rms 12 Polegadas Novo,386,429,"R$ 429
R$ 38691
10% OFF
Frete grátis
Alto Falante Woofer Ultravox 700+ 700w Rms 12 Polegadas Novo
por Ultravox",0,SIM,43,10.02,80.78,20.0
887,Fogão de piso Consul CFO4NAB gás engarrafado 4 queimadores branco 127V/220V porta com visor 58L,999,1109,"R$ 1.109
R$ 999
9% OFF
10x R$ 9990 sem juros
Frete grátis
Fogão de piso Consul CFO4NAB gás engarrafado 4 queimadores branco 127V/220V porta com visor 58L
por Mercado Livre",10,SIM,110,9.92,80.78,20.0
888,Cobre Leito Arezzo Colcha Casal King Floral Estampado 3 Peçs,130,147,"R$ 147
R$ 13015
12% OFF
6x R$ 2169 sem juros
Frete grátis
Cobre Leito Arezzo Colcha Casal King Floral Estampado 3 Peçs",6,SIM,17,11.56,80.78,20.0
889,Jogo Toalhas Banho 5 Pç 100% Algodão Dohler Coração Vermelho,160,188,"OFERTA DO DIA
R$ 188
R$ 16048
15% OFF
Jogo Toalhas Banho 5 Pç 100% Algodão Dohler Coração Vermelho
por BF Colchoes",0,NÃO,28,14.89,80.78,20.0
890,Aparador Buffet Cantinho Do Café Pés Em Madeira Luxo,219,249,"R$ 249
R$ 21982
12% OFF
Frete grátis
Aparador Buffet Cantinho Do Café Pés Em Madeira Luxo",0,SIM,30,12.05,80.78,20.0
891,Fones De Ouvido Via Bluetooth Interligados Branco Barato,25,29,"R$ 29
R$ 2579
14% OFF
Fones De Ouvido Via Bluetooth Interligados Branco Barato",0,NÃO,4,13.79,80.78,20.0
893,"Kit 4 Unidades De Salva Piso (rolo De 1,00 X 25m) Salvabras",721,759,"OFERTA DO DIA
R$ 759
R$ 72162
5% OFF
Frete grátis
Kit 4 Unidades De Salva Piso (rolo De 1,00 X 25m) Salvabras",0,SIM,38,5.01,80.78,20.0
894,Jaqueta Dragon Ball Z Goku Moletom College Bordado Blusa,132,139,"R$ 139
R$ 13290
5% OFF
6x R$ 2215 sem juros
Frete grátis
1% vendido
Restam02:11:33
Jaqueta Dragon Ball Z Goku Moletom College Bordado Blusa",6,SIM,7,5.04,80.78,20.0
895,1 Par Lampada Led Automotiva H1/h3/h4/h7/h11/hb3/hb4/h11/h27,40,45,"R$ 45
R$ 4090
10% OFF
1 Par Lampada Led Automotiva H1/h3/h4/h7/h11/hb3/hb4/h11/h27",0,NÃO,5,11.11,80.78,20.0
896,Sapatilha Shimano Sh-rc300 Rc3 Sistema Boa Pedal Clip Speed,863,949,"R$ 949
R$ 86359
9% OFF
10x R$ 8636 sem juros
Frete grátis
Sapatilha Shimano Sh-rc300 Rc3 Sistema Boa Pedal Clip Speed",10,SIM,86,9.06,80.78,20.0
897,Cadeira De Balanço Automática Mastela Bluetooth Tecno,869,929,"R$ 929
R$ 869
6% OFF
10x R$ 8690 sem juros
Frete grátis
Cadeira De Balanço Automática Mastela Bluetooth Tecno
por Estrela 10",10,SIM,60,6.46,80.78,20.0
898,"Monitor gamer LG 20MK400H led 19.5 "" preto 100V/240V",849,899,"R$ 899
R$ 84994
5% OFF
Frete grátis
Monitor gamer LG 20MK400H led 19.5 "" preto 100V/240V
por Mercado Livre",0,SIM,50,5.56,80.78,20.0
899,Kit 10 Máscaras N95 Infantil 5 Camadas De Proteção Pff2,67,79,"R$ 79
R$ 6791
15% OFF
6x R$ 1132 sem juros
Frete grátis
Kit 10 Máscaras N95 Infantil 5 Camadas De Proteção Pff2",6,SIM,12,15.19,80.78,20.0
900,Kit Completo Motor P/ Bicicleta Motorizada 80cc Preto,799,929,"R$ 929
R$ 79936
14% OFF
Frete grátis
Kit Completo Motor P/ Bicicleta Motorizada 80cc Preto",0,SIM,130,13.99,80.78,20.0
901,Guarda-roupa Casal Madesa Reno 3 Portas Correr Com Espelho,1179,1248,"OFERTA DO DIA
R$ 1.248
R$ 1.179
5% OFF
Guarda-roupa Casal Madesa Reno 3 Portas Correr Com Espelho
por Madesa moveis",0,NÃO,69,5.53,80.78,20.0
902,2 Pistolas De Pintura Hvlp Bico 1.4mm Profissional,206,229,"R$ 229
R$ 20610
10% OFF
Frete grátis
2 Pistolas De Pintura Hvlp Bico 1.4mm Profissional
por Eduar",0,SIM,23,10.04,80.78,20.0
903,Módulo Amplificador Stetsom High Line Hl1200.4 1200w 2 Ohms,724,805,"R$ 805
R$ 72450
10% OFF
10x R$ 7245 sem juros
Frete grátis
Módulo Amplificador Stetsom High Line Hl1200.4 1200w 2 Ohms",10,SIM,81,10.06,80.78,20.0
904,Kit Shampoo + Condicionador 1l Belapro Extrato De Mandioca,60,69,"OFERTA DO DIA
R$ 69
R$ 6028
13% OFF
6x R$ 1005 sem juros
Kit Shampoo + Condicionador 1l Belapro Extrato De Mandioca",6,NÃO,9,13.04,80.78,20.0
905,10 Calcinhas Fio Dental Duplo Lateral Larga,69,99,"R$ 99
R$ 6990
29% OFF
6x R$ 1165 sem juros
Frete grátis
10 Calcinhas Fio Dental Duplo Lateral Larga",6,SIM,30,30.3,80.78,20.0
906,"Chaleira Elétrica Cadence Lumini Blanc 1,7l",154,209,"OFERTA DO DIA
R$ 209
R$ 15490
26% OFF
6x R$ 2582 sem juros
Chaleira Elétrica Cadence Lumini Blanc 1,7l
por Cadence",6,NÃO,55,26.32,80.78,20.0
907,Cooktop Por Indução Cadence Perfect Cuisine,329,539,"OFERTA DO DIA
R$ 539
R$ 32990
38% OFF
Cooktop Por Indução Cadence Perfect Cuisine
por Cadence",0,NÃO,210,38.96,80.78,20.0
908,Espumante Brasileiro Branco Salton Moscatel Serra Gaúcha Garrafa 750ml,26,39,"R$ 39
R$ 2699
32% OFF
Espumante Brasileiro Branco Salton Moscatel Serra Gaúcha Garrafa 750ml
por Mercado Livre",0,NÃO,13,33.33,80.78,20.0
909,Kit C/ 5 Calcinhas Fitness Com Compressão Para Barriga,35,38,"R$ 38
R$ 35
10% OFF
6x R$ 583 sem juros
Kit C/ 5 Calcinhas Fitness Com Compressão Para Barriga",6,NÃO,3,7.89,80.78,20.0
910,Jogo De Cama Solt. Percal Buddemeyer Vintique Estampado 3pçs,219,289,"OFERTA DO DIA
R$ 289
R$ 21990
24% OFF
Frete grátis
Jogo De Cama Solt. Percal Buddemeyer Vintique Estampado 3pçs
por Buddemeyer",0,SIM,70,24.22,80.78,20.0
911,Carteira Tommy Hilfiger Masculina Em Couro Executiva,89,99,"R$ 99
R$ 8999
10% OFF
6x R$ 15 sem juros
Frete grátis
Carteira Tommy Hilfiger Masculina Em Couro Executiva",6,SIM,10,10.1,80.78,20.0
912,Carteira Tommy Hilfiger Masculina Em Couro Executiva,89,99,"R$ 99
R$ 8999
10% OFF
12x R$ 750 sem juros
Frete grátis
Carteira Tommy Hilfiger Masculina Em Couro Executiva",12,SIM,10,10.1,80.78,20.0
913,Jogo De Cama Queen Percal 180 Fios Buddemeyer Grid Azul 4pçs,279,359,"OFERTA DO DIA
R$ 359
R$ 27990
22% OFF
Frete grátis
Jogo De Cama Queen Percal 180 Fios Buddemeyer Grid Azul 4pçs
por Buddemeyer",0,SIM,80,22.28,80.78,20.0
915,Kit 4 Bateria 12v 12ah Bike Elétrica 6-dzm-10 6-dzm-12,747,830,"OFERTA DO DIA
R$ 830
R$ 747
10% OFF
Frete grátis
Kit 4 Bateria 12v 12ah Bike Elétrica 6-dzm-10 6-dzm-12",0,SIM,83,10.0,80.78,20.0
916,Lustre Clearcrillic Cristal Acrílico Quadrado Perfeito,39,49,"R$ 49
R$ 3990
20% OFF
Lustre Clearcrillic Cristal Acrílico Quadrado Perfeito",0,NÃO,10,20.41,80.78,20.0
917,Tênis Feminino Chunky Dad Blogueira Sneaker Buffalo Flatform,71,78,"R$ 78
R$ 71
10% OFF
Tênis Feminino Chunky Dad Blogueira Sneaker Buffalo Flatform",0,NÃO,7,8.97,80.78,20.0
918,Impressora Termica Elgin I9 Usb Guilhotina Sat Nfc-e,657,722,"R$ 722
R$ 65749
9% OFF
Frete grátis
Impressora Termica Elgin I9 Usb Guilhotina Sat Nfc-e
por Super Copa",0,SIM,65,9.0,80.78,20.0
919,Cobre Leito Casal Queen 3 Pçs - Colcha Dupla Face Com Vies,123,136,"R$ 136
R$ 123
10% OFF
12x R$ 1025 sem juros
Frete grátis
Cobre Leito Casal Queen 3 Pçs - Colcha Dupla Face Com Vies",12,SIM,13,9.56,80.78,20.0
920,Tênis Infantil Masculino Dok Energy Kids Ben 10 Preto,116,129,"OFERTA DO DIA
R$ 129
R$ 11691
10% OFF
12x R$ 974 sem juros
Frete grátis
Tênis Infantil Masculino Dok Energy Kids Ben 10 Preto
por Dok Calcados",12,SIM,13,10.08,80.78,20.0
921,Vinho Argentino The Grill Master Malbec 750ml,19,44,"R$ 44
R$ 1990
55% OFF
Vinho Argentino The Grill Master Malbec 750ml
por Mercado Vinhos etc",0,NÃO,25,56.82,80.78,20.0
922,Mangueira Jardim 30m Flexível Reforçada Antitorção Com Trama,193,220,"R$ 220
R$ 19360
12% OFF
12x R$ 1613 sem juros
Frete grátis
Mangueira Jardim 30m Flexível Reforçada Antitorção Com Trama",12,SIM,27,12.27,80.78,20.0
923,Fita Antiderrapante 5 Metros Preta Escadas Pisos Externo,28,29,"OFERTA DO DIA
R$ 29
R$ 2821
5% OFF
Fita Antiderrapante 5 Metros Preta Escadas Pisos Externo",0,NÃO,1,3.45,80.78,20.0
924,Tênis Dc Shoes Anvil 2 La Original Frete Gratis,272,299,"OFERTA DO DIA
R$ 299
R$ 27291
8% OFF
12x R$ 2274 sem juros
Frete grátis
Tênis Dc Shoes Anvil 2 La Original Frete Gratis",12,SIM,27,9.03,80.78,20.0
925,Kit Colcha Solteiro Buddemeyer Maite Dupla Face Azul 2 Peças,299,379,"OFERTA DO DIA
R$ 379
R$ 29990
21% OFF
12x R$ 2499 sem juros
Frete grátis
Kit Colcha Solteiro Buddemeyer Maite Dupla Face Azul 2 Peças
por Buddemeyer",12,SIM,80,21.11,80.78,20.0
926,Conjunto 2 Espelhos Decorativos Vidro Redondo Banheiro 40cm,108,115,"R$ 115
R$ 10899
6% OFF
12x R$ 908 sem juros
Frete grátis
1% vendido
Restam02:11:29
Conjunto 2 Espelhos Decorativos Vidro Redondo Banheiro 40cm",12,SIM,7,6.09,80.78,20.0
927,Carrinho De Mão 45litros Com Caçamba Metálica Vermelho,189,258,"R$ 258
R$ 189
26% OFF
Frete grátis
Carrinho De Mão 45litros Com Caçamba Metálica Vermelho
por Ismafer Ferramentas",0,SIM,69,26.74,80.78,20.0
928,Bicicleta Infantil Sem Pedal Equilibrio Balance Bike Meninos,198,220,"R$ 220
R$ 198
10% OFF
12x R$ 1650 sem juros
Frete grátis
Bicicleta Infantil Sem Pedal Equilibrio Balance Bike Meninos",12,SIM,22,10.0,80.78,20.0
930,Kit 10 Balizador Luminária Led 5w Blindado Chão Piso Jardim,488,519,"OFERTA DO DIA
R$ 519
R$ 48869
6% OFF
Frete grátis
Kit 10 Balizador Luminária Led 5w Blindado Chão Piso Jardim",0,SIM,31,5.97,80.78,20.0
931,"Persiana Horizontal De Pvc- 1,40x1,30m Off Evolux",195,217,"R$ 217
R$ 19530
10% OFF
Frete grátis
Persiana Horizontal De Pvc- 1,40x1,30m Off Evolux
por Evolux",0,SIM,22,10.14,80.78,20.0
932,Carregador Veicular + Cabo De Dados Luxcar Android Usb C 12v,42,51,"OFERTA DO DIA
R$ 51
R$ 4272
17% OFF
Carregador Veicular + Cabo De Dados Luxcar Android Usb C 12v",0,NÃO,9,17.65,80.78,20.0
933,Panela Caçarola Tramontina Antiaderente 18cm Tampa De Vidro,78,110,"OFERTA DO DIA
R$ 110
R$ 7890
28% OFF
Frete grátis
Panela Caçarola Tramontina Antiaderente 18cm Tampa De Vidro
por Zacaza",0,SIM,32,29.09,80.78,20.0
934,Kit 4 Refletor Led 100w Holofote Bivolt Prova Dágua Frio,192,218,"R$ 218
R$ 19226
12% OFF
Frete grátis
Kit 4 Refletor Led 100w Holofote Bivolt Prova Dágua Frio",0,SIM,26,11.93,80.78,20.0
935,Wella Sp Luxe Oil Óleo Capilar 100ml - Wella Professionals,146,169,"OFERTA DO DIA
R$ 169
R$ 14611
14% OFF
Frete grátis
Wella Sp Luxe Oil Óleo Capilar 100ml - Wella Professionals",0,SIM,23,13.61,80.78,20.0
936,Conversor Balun Intelbras Vb 501p,36,39,"R$ 39
R$ 3630
9% OFF
1% vendido
Restam02:11:28
Conversor Balun Intelbras Vb 501p",0,NÃO,3,7.69,80.78,20.0
937,Cerveja Americana Goose Island Midway Long Neck 355ml,6,8,"R$ 8
R$ 674
25% OFF
Cerveja Americana Goose Island Midway Long Neck 355ml
por Emporio da Cerveja",0,NÃO,2,25.0,80.78,20.0
939,Fone De Ouvido Lightning Lacrado P/ iPhone 7 8 Plus X Xr Nfe,149,164,"OFERTA DO DIA
R$ 164
R$ 14968
9% OFF
12x R$ 1247 sem juros
Frete grátis
Fone De Ouvido Lightning Lacrado P/ iPhone 7 8 Plus X Xr Nfe",12,SIM,15,9.15,80.78,20.0
940,"3-varas Telescópica 40% Carbono Lisa De Mão (3,60) 7-9lbs",89,99,"R$ 99
R$ 8929
10% OFF
Frete grátis
3-varas Telescópica 40% Carbono Lisa De Mão (3,60) 7-9lbs",0,SIM,10,10.1,80.78,20.0
941,Pneu 265/70r16 Bridgestone Dueler A/t Revo 2 112t,917,1019,"OFERTA DO DIA
R$ 1.019
R$ 91791
10% OFF
12x R$ 7649 sem juros
Pneu 265/70r16 Bridgestone Dueler A/t Revo 2 112t
por Achei Pneus",12,NÃO,102,10.01,80.78,20.0
942,"Bomba Submersa Caneta Palito 1/4hp 2,5 Intech Machine Bsca2",534,618,"R$ 618
R$ 53490
13% OFF
12x R$ 4458 sem juros
Frete grátis
Bomba Submersa Caneta Palito 1/4hp 2,5 Intech Machine Bsca2
por PANDA Ferramentas",12,SIM,84,13.59,80.78,20.0
943,Kit Com 10 Mudas De Capim Dos Pampas - Cortaderia Selloana,186,211,"R$ 211
R$ 18647
12% OFF
12x R$ 1554 sem juros
Frete grátis
Kit Com 10 Mudas De Capim Dos Pampas - Cortaderia Selloana",12,SIM,25,11.85,80.78,20.0
944,"Kit Cake Board 10 Unid De 20cm,20 Unid 25cm,10 Unid De 30cm",113,133,"R$ 133
R$ 11305
15% OFF
12x R$ 942 sem juros
Frete grátis
Kit Cake Board 10 Unid De 20cm,20 Unid 25cm,10 Unid De 30cm",12,SIM,20,15.04,80.78,20.0
945,Limpa Para Brisa Luxcar 100ml,11,14,"OFERTA DO DIA
R$ 14
R$ 1165
21% OFF
Limpa Para Brisa Luxcar 100ml",0,NÃO,3,21.43,80.78,20.0
946,Kit Controle Longa Distância Stetsom 500 Metros + Voltímetro,116,129,"R$ 129
R$ 11691
10% OFF
Frete grátis
Kit Controle Longa Distância Stetsom 500 Metros + Voltímetro
por Auto Equip",0,SIM,13,10.08,80.78,20.0
947,Kit 12 Toalhas De Rosto Para Salão De Beleza Perfeito Estilo,84,96,"R$ 96
R$ 8447
12% OFF
12x R$ 704 sem juros
Frete grátis
Kit 12 Toalhas De Rosto Para Salão De Beleza Perfeito Estilo",12,SIM,12,12.5,80.78,20.0
948,Relógio Champion Feminino Dourado Cn29409d + Colar E Brincos,219,249,"OFERTA DO DIA
R$ 249
R$ 219
12% OFF
12x R$ 1825 sem juros
Frete grátis
Relógio Champion Feminino Dourado Cn29409d + Colar E Brincos
por RBM WEBSHOP",12,SIM,30,12.05,80.78,20.0
949,Conjunto Sofá Poltronas E Mesa De Bambu Direto Da Fabrica,526,615,"R$ 615
R$ 526
14% OFF
Frete grátis
Conjunto Sofá Poltronas E Mesa De Bambu Direto Da Fabrica",0,SIM,89,14.47,80.78,20.0
950,Mini Reto Atari 8 Mil Jogos. Super Nintendo E Mega Drive,534,629,"R$ 629
R$ 53465
15% OFF
12x R$ 4455 sem juros
Frete grátis
Mini Reto Atari 8 Mil Jogos. Super Nintendo E Mega Drive",12,SIM,95,15.1,80.78,20.0
951,Gabinete Armario Banheiro Virtus 80cm - Puxador Aluminio,477,549,"R$ 549
R$ 47763
13% OFF
12x R$ 3980 sem juros
Frete grátis
Gabinete Armario Banheiro Virtus 80cm - Puxador Aluminio",12,SIM,72,13.11,80.78,20.0
952,Atum Ralado ao Natural Gomes da Costa Lata 130g,4,6,"R$ 6
R$ 499
23% OFF
Atum Ralado ao Natural Gomes da Costa Lata 130g
por Gomes da Costa",0,NÃO,2,33.33,80.78,20.0
953,Kit Wella Fusion Sh E Cond 1l Másk 500ml Amino Refiller 70ml,494,575,"R$ 575
R$ 49450
14% OFF
12x R$ 4121 sem juros
Frete grátis
Kit Wella Fusion Sh E Cond 1l Másk 500ml Amino Refiller 70ml",12,SIM,81,14.09,80.78,20.0
954,Pistola Pulverizadora 900ml 400w Gypp4000 Hammer,179,199,"R$ 199
R$ 17991
10% OFF
12x R$ 1499 sem juros
Frete grátis
Pistola Pulverizadora 900ml 400w Gypp4000 Hammer
por Casa das Serras",12,SIM,20,10.05,80.78,20.0
955,Modulo Taramps Ds 800x4 800w Rms 4 Canais 2 Ohm Amplificador,478,531,"R$ 531
R$ 47821
10% OFF
Frete grátis
Modulo Taramps Ds 800x4 800w Rms 4 Canais 2 Ohm Amplificador",0,SIM,53,9.98,80.78,20.0
956,Reparador Instantâneo Enche E Veda Pneu Cheio Luxcar,55,64,"OFERTA DO DIA
R$ 64
R$ 5581
14% OFF
Reparador Instantâneo Enche E Veda Pneu Cheio Luxcar",0,NÃO,9,14.06,80.78,20.0
957,Depilador Elétrico Philips Series 8000/5acessórios-bre712/00,949,999,"OFERTA DO DIA
R$ 999
R$ 949
5% OFF
Depilador Elétrico Philips Series 8000/5acessórios-bre712/00
por Philips",0,NÃO,50,5.01,80.78,20.0
958,Kit Motor Rossi 1/4 Dz Nano Turbo 36 Portão Deslizante 600kg,471,530,"R$ 530
R$ 47193
11% OFF
Frete grátis
Kit Motor Rossi 1/4 Dz Nano Turbo 36 Portão Deslizante 600kg",0,SIM,59,11.13,80.78,20.0
959,Body Bebê+mijão Liso E Estampado Kit C/13 Roupa Bebê Atacado,61,67,"R$ 67
R$ 6101
10% OFF
12x R$ 508 sem juros
Body Bebê+mijão Liso E Estampado Kit C/13 Roupa Bebê Atacado",12,NÃO,6,8.96,80.78,20.0
960,Cobre Leito Colcha Bouti Queen Dupla Face Estampado 3 Peças,138,145,"OFERTA DO DIA
R$ 145
R$ 13860
5% OFF
6x R$ 2310 sem juros
Frete grátis
Cobre Leito Colcha Bouti Queen Dupla Face Estampado 3 Peças",6,SIM,7,4.83,80.78,20.0
961,Kit Trilho Eletrificado 2m Preto+ 6 Spots Led 10w Luz Frio,219,249,"R$ 249
R$ 21955
12% OFF
Frete grátis
Kit Trilho Eletrificado 2m Preto+ 6 Spots Led 10w Luz Frio",0,SIM,30,12.05,80.78,20.0
962,Capa Protetora Banco Carro Luxo Cao Gato Pet Para Transporte,179,199,"R$ 199
R$ 17991
10% OFF
Frete grátis
Capa Protetora Banco Carro Luxo Cao Gato Pet Para Transporte",0,SIM,20,10.05,80.78,20.0
963,Case Capa Protetora Jbl Boombox 2 Bolsa Estampada Envio Já,148,164,"R$ 164
R$ 14841
10% OFF
Frete grátis
Case Capa Protetora Jbl Boombox 2 Bolsa Estampada Envio Já",0,SIM,16,9.76,80.78,20.0
964,"Rádio Original Ford Landau, Galaxie",449,499,"R$ 499
R$ 44910
10% OFF
Frete grátis
Rádio Original Ford Landau, Galaxie",0,SIM,50,10.02,80.78,20.0
965,Égide Pote 300g - Max Titanium,113,125,"R$ 125
R$ 11331
10% OFF
Frete grátis
Égide Pote 300g - Max Titanium",0,SIM,12,9.6,80.78,20.0
966,Kit Cueca Poliamida Boxer Duomo - 2 Peças Sortidas,29,39,"OFERTA DO DIA
R$ 39
R$ 2999
25% OFF
Kit Cueca Poliamida Boxer Duomo - 2 Peças Sortidas
por Eskala",0,NÃO,10,25.64,80.78,20.0
967,Aparelho De Jantar Porcelana 20 Pçs Fernanda Apja Hauskraft,297,329,"OFERTA DO DIA
R$ 329
R$ 29749
9% OFF
9x R$ 3305 sem juros
Frete grátis
Aparelho De Jantar Porcelana 20 Pçs Fernanda Apja Hauskraft
por Casa das Serras",9,SIM,32,9.73,80.78,20.0
968,Kit 20 Máscaras Proteção Infantil N95 Pff2 Kn95 Com Anvisa,84,99,"R$ 99
R$ 8499
15% OFF
Frete grátis
Kit 20 Máscaras Proteção Infantil N95 Pff2 Kn95 Com Anvisa",0,SIM,15,15.15,80.78,20.0
969,Top Sutiã 5d Com Renda Respirável Sem Costura,43,49,"R$ 49
R$ 4347
13% OFF
6x R$ 725 sem juros
Top Sutiã 5d Com Renda Respirável Sem Costura",6,NÃO,6,12.24,80.78,20.0
970,Kit 5 Calcinha Tradicional Conforto Algodão Elástico Amara,47,49,"R$ 49
R$ 4740
5% OFF
6x R$ 790 sem juros
1% vendido
Restam02:11:25
Kit 5 Calcinha Tradicional Conforto Algodão Elástico Amara",6,NÃO,2,4.08,80.78,20.0
971,Kit Colcha Queen Percal Buddemeyer Windsor Cinza 3 Peças,419,529,"OFERTA DO DIA
R$ 529
R$ 41990
20% OFF
10x R$ 4199 sem juros
Frete grátis
Kit Colcha Queen Percal Buddemeyer Windsor Cinza 3 Peças
por Buddemeyer",10,SIM,110,20.79,80.78,20.0
972,Varal 8 Cabides Resistente Retratil - Camisa Camiseta Facil,32,33,"R$ 33
R$ 3227
5% OFF
20% vendido
Restam02:11:25
Varal 8 Cabides Resistente Retratil - Camisa Camiseta Facil",0,NÃO,1,3.03,80.78,20.0
973,Cinta Modeladora Redutora Ajustavel Afina Com Ziper Velcro,40,42,"R$ 42
R$ 4084
5% OFF
1% vendido
Restam02:11:24
Cinta Modeladora Redutora Ajustavel Afina Com Ziper Velcro",0,NÃO,2,4.76,80.78,20.0
974,Pistola Pintura Gravidade 600ml + 3 Bicos 1.2 1.5 1.8 Mm,62,78,"R$ 78
R$ 6240
20% OFF
Pistola Pintura Gravidade 600ml + 3 Bicos 1.2 1.5 1.8 Mm
por Ismafer Ferramentas",0,NÃO,16,20.51,80.78,20.0
975,"Kit Promoção Fio Cabo Flexivel 2,5mm C/2 Rolos Sil 100m Cada",417,479,"R$ 479
R$ 41759
13% OFF
10x R$ 4176 sem juros
Frete grátis
Kit Promoção Fio Cabo Flexivel 2,5mm C/2 Rolos Sil 100m Cada",10,SIM,62,12.94,80.78,20.0
976,Limpa Pneus Abrilhantador Gel Ultra Balck Luxcar 500g,19,24,"OFERTA DO DIA
R$ 24
R$ 1942
22% OFF
Limpa Pneus Abrilhantador Gel Ultra Balck Luxcar 500g",0,NÃO,5,20.83,80.78,20.0
977,Colchão Misto Airtech 60 D28 Ortop Solt (28x78x188) Ortobom,516,636,"OFERTA DO DIA
R$ 636
R$ 516
18% OFF
10x R$ 5160 sem juros
Frete grátis
Colchão Misto Airtech 60 D28 Ortop Solt (28x78x188) Ortobom
por SONOS",10,SIM,120,18.87,80.78,20.0
